lower,upper,single,mfj,mfs,hoh
10951,11051,112,110,112,110
11051,11151,114,111,114,111
11151,11251,116,112,116,112
11251,11351,118,113,118,113
11351,11451,120,114,120,114
11451,11551,122,115,122,115
11551,11651,124,116,124,116
11651,11751,126,117,126,117
11751,11851,128,118,128,118
11851,11951,130,119,130,119
11951,12051,132,120,132,120
12051,12151,134,121,134,121
12151,12251,136,122,136,122
12251,12351,138,123,138,123
12351,12451,140,124,140,124
12451,12551,142,125,142,125
12551,12651,144,126,144,126
12651,12751,146,127,146,127
12751,12851,148,128,148,128
12851,12951,150,129,150,129
12951,13051,152,130,152,130
13051,13151,154,131,154,131
13151,13251,156,132,156,132
13251,13351,158,133,158,133
13351,13451,160,134,160,134
13451,13551,162,135,162,135
13551,13651,164,136,164,136
13651,13751,166,137,166,137
13751,13851,168,138,168,138
13851,13951,170,139,170,139
13951,14051,172,140,172,140
14051,14151,174,141,174,141
14151,14251,176,142,176,142
14251,14351,178,143,178,143
14351,14451,180,144,180,144
14451,14551,182,145,182,145
14551,14651,184,146,184,146
14651,14751,186,147,186,147
14751,14851,188,148,188,148
14851,14951,190,149,190,149
14951,15051,192,150,192,150
15051,15151,194,151,194,151
15151,15251,196,152,196,152
15251,15351,198,153,198,153
15351,15451,200,154,200,154
15451,15551,202,155,202,155
15551,15651,204,156,204,156
15651,15751,206,157,206,157
15751,15851,208,158,208,158
15851,15951,210,159,210,159
15951,16051,212,160,212,160
16051,16151,214,161,214,161
16151,16251,216,162,216,162
16251,16351,218,163,218,163
16351,16451,220,164,220,164
16451,16551,222,165,222,165
16551,16651,224,166,224,166
16651,16751,226,167,226,167
16751,16851,228,168,228,168
16851,16951,230,169,230,169
16951,17051,232,170,232,170
17051,17151,234,171,234,171
17151,17251,236,172,236,172
17251,17351,238,173,238,173
17351,17451,240,174,240,174
17451,17551,242,175,242,175
17551,17651,244,176,244,176
17651,17751,246,177,246,177
17751,17851,248,178,248,178
17851,17951,250,179,250,179
17951,18051,252,180,252,180
18051,18151,254,181,254,181
18151,18251,256,182,256,182
18251,18351,258,183,258,183
18351,18451,260,184,260,184
18451,18551,262,185,262,185
18551,18651,264,186,264,186
18651,18751,266,187,266,187
18751,18851,268,188,268,188
18851,18951,270,189,270,189
18951,19051,272,190,272,190
19051,19151,274,191,274,191
19151,19251,276,192,276,192
19251,19351,278,193,278,193
19351,19451,280,194,280,194
19451,19551,282,195,282,195
19551,19651,284,196,284,196
19651,19751,286,197,286,197
19751,19851,288,198,288,198
19851,19951,290,199,290,199
19951,20051,292,200,292,200
20051,20151,294,201,294,201
20151,20251,296,202,296,202
20251,20351,298,203,298,203
20351,20451,300,204,300,204
20451,20551,302,205,302,205
20551,20651,304,206,304,206
20651,20751,306,207,306,207
20751,20851,308,208,308,208
20851,20951,310,209,310,209
20951,21051,312,210,312,210
21051,21151,314,211,314,211
21151,21251,316,212,316,212
21251,21351,318,213,318,213
21351,21451,320,214,320,214
21451,21551,322,215,322,215
21551,21651,324,217,324,217
21651,21751,326,219,326,219
21751,21851,328,221,328,221
21851,21951,330,223,330,223
21951,22051,332,225,332,225
22051,22151,334,227,334,227
22151,22251,336,229,336,229
22251,22351,338,231,338,231
22351,22451,340,233,340,233
22451,22551,342,235,342,235
22551,22651,344,237,344,237
22651,22751,346,239,346,239
22751,22851,348,241,348,241
22851,22951,350,243,350,243
22951,23051,352,245,352,245
23051,23151,354,247,354,247
23151,23251,356,249,356,249
23251,23351,358,251,358,251
23351,23451,360,253,360,253
23451,23551,362,255,362,255
23551,23651,364,257,364,257
23651,23751,366,259,366,259
23751,23851,368,261,368,261
23851,23951,370,263,370,263
23951,24051,372,265,372,265
24051,24151,374,267,374,267
24151,24251,376,269,376,269
24251,24351,378,271,378,271
24351,24451,380,273,380,273
24451,24551,382,275,382,275
24551,24651,384,277,384,277
24651,24751,386,279,386,279
24751,24851,388,281,388,281
24851,24951,390,283,390,283
24951,25051,392,285,392,285
25051,25151,394,287,394,287
25151,25251,396,289,396,289
25251,25351,398,291,398,291
25351,25451,400,293,400,293
25451,25551,402,295,402,295
25551,25651,406,297,406,297
25651,25751,410,299,410,299
25751,25851,414,301,414,301
25851,25951,418,303,418,303
25951,26051,422,305,422,305
26051,26151,426,307,426,307
26151,26251,430,309,430,309
26251,26351,434,311,434,311
26351,26451,438,313,438,313
26451,26551,442,315,442,315
26551,26651,446,317,446,317
26651,26751,450,319,450,319
26751,26851,454,321,454,321
26851,26951,458,323,458,323
26951,27051,462,325,462,325
27051,27151,466,327,466,327
27151,27251,470,329,470,329
27251,27351,474,331,474,331
27351,27451,478,333,478,333
27451,27551,482,335,482,335
27551,27651,486,337,486,337
27651,27751,490,339,490,339
27751,27851,494,341,494,341
27851,27951,498,343,498,343
27951,28051,502,345,502,345
28051,28151,506,347,506,347
28151,28251,510,349,510,349
28251,28351,514,351,514,351
28351,28451,518,353,518,353
28451,28551,522,355,522,355
28551,28651,526,357,526,357
28651,28751,530,359,530,359
28751,28851,534,361,534,361
28851,28951,538,363,538,363
28951,29051,542,365,542,365
29051,29151,546,367,546,367
29151,29251,550,369,550,369
29251,29351,554,371,554,371
29351,29451,558,373,558,373
29451,29551,562,375,562,375
29551,29651,566,377,566,377
29651,29751,570,379,570,379
29751,29851,574,381,574,381
29851,29951,578,383,578,383
29951,30051,582,385,582,385
30051,30151,586,387,586,387
30151,30251,590,389,590,389
30251,30351,594,391,594,391
30351,30451,598,393,598,393
30451,30551,602,395,602,395
30551,30651,606,397,606,397
30651,30751,610,399,610,399
30751,30851,614,401,614,401
30851,30951,618,403,618,403
30951,31051,622,405,622,405
31051,31151,626,407,626,407
31151,31251,630,409,630,409
31251,31351,634,411,634,411
31351,31451,638,413,638,413
31451,31551,642,415,642,415
31551,31651,646,417,646,417
31651,31751,650,419,650,419
31751,31851,654,421,654,421
31851,31951,658,423,658,423
31951,32051,662,425,662,425
32051,32151,666,427,666,427
32151,32251,670,429,670,429
32251,32351,674,431,674,431
32351,32451,678,433,678,433
32451,32551,682,435,682,435
32551,32651,686,437,686,437
32651,32751,690,439,690,439
32751,32851,694,441,694,441
32851,32951,698,443,698,443
32951,33051,702,445,702,445
33051,33151,706,447,706,447
33151,33251,710,449,710,449
33251,33351,714,451,714,451
33351,33451,718,453,718,453
33451,33551,722,455,722,455
33551,33651,726,457,726,457
33651,33751,730,459,730,459
33751,33851,734,461,734,461
33851,33951,738,463,738,463
33951,34051,742,465,742,465
34051,34151,746,467,746,467
34151,34251,750,469,750,469
34251,34351,754,471,754,471
34351,34451,758,473,758,473
34451,34551,762,475,762,475
34551,34651,766,477,766,477
34651,34751,770,479,770,479
34751,34851,774,481,774,481
34851,34951,778,483,778,483
34951,35051,782,485,782,485
35051,35151,786,487,786,487
35151,35251,790,489,790,489
35251,35351,794,491,794,491
35351,35451,798,493,798,493
35451,35551,802,495,802,495
35551,35651,806,497,806,497
35651,35751,810,499,810,499
35751,35851,814,501,814,501
35851,35951,818,503,818,503
35951,36051,822,505,822,505
36051,36151,826,507,826,507
36151,36251,830,509,830,509
36251,36351,834,511,834,511
36351,36451,838,513,838,513
36451,36551,842,515,842,515
36551,36651,846,517,846,517
36651,36751,850,519,850,519
36751,36851,854,521,854,521
36851,36951,858,523,858,523
36951,37051,862,525,862,525
37051,37151,866,527,866,527
37151,37251,870,529,870,529
37251,37351,874,531,874,531
37351,37451,878,533,878,533
37451,37551,882,535,882,535
37551,37651,886,537,886,537
37651,37751,890,539,890,539
37751,37851,894,541,894,541
37851,37951,898,543,898,543
37951,38051,902,545,902,545
38051,38151,906,547,906,547
38151,38251,910,549,910,549
38251,38351,914,551,914,551
38351,38451,918,553,918,553
38451,38551,922,555,922,555
38551,38651,926,557,926,557
38651,38751,930,559,930,559
38751,38851,934,561,934,561
38851,38951,938,563,938,563
38951,39051,942,565,942,565
39051,39151,946,567,946,567
39151,39251,950,569,950,569
39251,39351,954,571,954,571
39351,39451,958,573,958,573
39451,39551,962,575,962,575
39551,39651,966,577,966,577
39651,39751,970,579,970,579
39751,39851,974,581,974,581
39851,39951,978,583,978,583
39951,40051,982,585,982,585
40051,40151,986,587,986,587
40151,40251,990,589,990,589
40251,40351,996,591,996,591
40351,40451,1002,593,1002,593
40451,40551,1008,595,1008,595
40551,40651,1014,597,1014,597
40651,40751,1020,599,1020,599
40751,40851,1026,601,1026,601
40851,40951,1032,603,1032,603
40951,41051,1038,605,1038,605
41051,41151,1044,607,1044,607
41151,41251,1050,609,1050,609
41251,41351,1056,611,1056,611
41351,41451,1062,613,1062,613
41451,41551,1068,615,1068,615
41551,41651,1074,617,1074,617
41651,41751,1080,619,1080,619
41751,41851,1086,621,1086,621
41851,41951,1092,623,1092,623
41951,42051,1098,625,1098,625
42051,42151,1104,627,1104,627
42151,42251,1110,629,1110,629
42251,42351,1116,631,1116,631
42351,42451,1122,633,1122,633
42451,42551,1128,635,1128,635
42551,42651,1134,637,1134,637
42651,42751,1140,639,1140,639
42751,42851,1146,641,1146,641
42851,42951,1152,643,1152,643
42951,43051,1158,645,1158,645
43051,43151,1164,647,1164,647
43151,43251,1170,649,1170,649
43251,43351,1176,651,1176,651
43351,43451,1182,653,1182,653
43451,43551,1188,655,1188,655
43551,43651,1194,657,1194,657
43651,43751,1200,659,1200,659
43751,43851,1206,661,1206,661
43851,43951,1212,663,1212,663
43951,44051,1218,665,1218,665
44051,44151,1224,667,1224,667
44151,44251,1230,669,1230,669
44251,44351,1236,671,1236,671
44351,44451,1242,673,1242,673
44451,44551,1248,675,1248,675
44551,44651,1254,677,1254,677
44651,44751,1260,679,1260,679
44751,44851,1266,681,1266,681
44851,44951,1272,683,1272,683
44951,45051,1278,685,1278,685
45051,45151,1284,687,1284,687
45151,45251,1290,689,1290,689
45251,45351,1296,691,1296,691
45351,45451,1302,693,1302,693
45451,45551,1308,695,1308,695
45551,45651,1314,697,1314,697
45651,45751,1320,699,1320,699
45751,45851,1326,701,1326,701
45851,45951,1332,703,1332,703
45951,46051,1338,705,1338,705
46051,46151,1344,707,1344,707
46151,46251,1350,709,1350,709
46251,46351,1356,711,1356,711
46351,46451,1362,713,1362,713
46451,46551,1368,715,1368,715
46551,46651,1374,717,1374,717
46651,46751,1380,719,1380,719
46751,46851,1386,721,1386,721
46851,46951,1392,723,1392,723
46951,47051,1398,725,1398,725
47051,47151,1404,727,1404,727
47151,47251,1410,729,1410,729
47251,47351,1416,731,1416,731
47351,47451,1422,733,1422,733
47451,47551,1428,735,1428,735
47551,47651,1434,737,1434,737
47651,47751,1440,739,1440,739
47751,47851,1446,741,1446,741
47851,47951,1452,743,1452,743
47951,48051,1458,745,1458,745
48051,48151,1464,747,1464,747
48151,48251,1470,749,1470,749
48251,48351,1476,751,1476,751
48351,48451,1482,753,1482,753
48451,48551,1488,755,1488,755
48551,48651,1494,757,1494,757
48651,48751,1500,759,1500,759
48751,48851,1506,761,1506,761
48851,48951,1512,763,1512,763
48951,49051,1518,765,1518,765
49051,49151,1524,767,1524,767
49151,49251,1530,769,1530,769
49251,49351,1536,771,1536,771
49351,49451,1542,773,1542,773
49451,49551,1548,775,1548,775
49551,49651,1554,777,1554,777
49651,49751,1560,779,1560,779
49751,49851,1566,781,1566,781
49851,49951,1572,783,1572,783
49951,50051,1578,785,1578,785
50051,50151,1584,787,1584,787
50151,50251,1590,789,1590,789
50251,50351,1596,791,1596,791
50351,50451,1602,793,1602,793
50451,50551,1608,795,1608,795
50551,50651,1614,797,1614,797
50651,50751,1620,799,1620,799
50751,50851,1626,801,1626,801
50851,50951,1632,803,1632,803
50951,51051,1638,805,1638,805
51051,51151,1644,809,1644,809
51151,51251,1650,813,1650,813
51251,51351,1656,817,1656,817
51351,51451,1662,821,1662,821
51451,51551,1668,825,1668,825
51551,51651,1674,829,1674,829
51651,51751,1680,833,1680,833
51751,51851,1686,837,1686,837
51851,51951,1692,841,1692,841
51951,52051,1698,845,1698,845
52051,52151,1704,849,1704,849
52151,52251,1710,853,1710,853
52251,52351,1716,857,1716,857
52351,52451,1722,861,1722,861
52451,52551,1728,865,1728,865
52551,52651,1734,869,1734,869
52651,52751,1740,873,1740,873
52751,52851,1746,877,1746,877
52851,52951,1752,881,1752,881
52951,53051,1758,885,1758,885
53051,53151,1764,889,1764,889
53151,53251,1770,893,1770,893
53251,53351,1776,897,1776,897
53351,53451,1782,901,1782,901
53451,53551,1788,905,1788,905
53551,53651,1794,909,1794,909
53651,53751,1800,913,1800,913
53751,53851,1806,917,1806,917
53851,53951,1812,921,1812,921
53951,54051,1818,925,1818,925
54051,54151,1824,929,1824,929
54151,54251,1830,933,1830,933
54251,54351,1836,937,1836,937
54351,54451,1842,941,1842,941
54451,54551,1848,945,1848,945
54551,54651,1854,949,1854,949
54651,54751,1860,953,1860,953
54751,54851,1866,957,1866,957
54851,54951,1872,961,1872,961
54951,55051,1878,965,1878,965
55051,55151,1884,969,1884,969
55151,55251,1890,973,1890,973
55251,55351,1896,977,1896,977
55351,55451,1902,981,1902,981
55451,55551,1908,985,1908,985
55551,55651,1914,989,1914,989
55651,55751,1920,993,1920,993
55751,55851,1926,997,1926,997
55851,55951,1932,1001,1932,1001
55951,56051,1940,1005,1940,1005
56051,56151,1948,1009,1948,1009
56151,56251,1956,1013,1956,1013
56251,56351,1964,1017,1964,1017
56351,56451,1972,1021,1972,1021
56451,56551,1980,1025,1980,1025
56551,56651,1988,1029,1988,1029
56651,56751,1996,1033,1996,1033
56751,56851,2004,1037,2004,1037
56851,56951,2012,1041,2012,1041
56951,57051,2020,1045,2020,1045
57051,57151,2028,1049,2028,1049
57151,57251,2036,1053,2036,1053
57251,57351,2044,1057,2044,1057
57351,57451,2052,1061,2052,1061
57451,57551,2060,1065,2060,1065
57551,57651,2068,1069,2068,1069
57651,57751,2076,1073,2076,1073
57751,57851,2084,1077,2084,1077
57851,57951,2092,1081,2092,1081
57951,58051,2100,1085,2100,1085
58051,58151,2108,1089,2108,1089
58151,58251,2116,1093,2116,1093
58251,58351,2124,1097,2124,1097
58351,58451,2132,1101,2132,1101
58451,58551,2140,1105,2140,1105
58551,58651,2148,1109,2148,1109
58651,58751,2156,1113,2156,1113
58751,58851,2164,1117,2164,1117
58851,58951,2172,1121,2172,1121
58951,59051,2180,1125,2180,1125
59051,59151,2188,1129,2188,1129
59151,59251,2196,1133,2196,1133
59251,59351,2204,1137,2204,1137
59351,59451,2212,1141,2212,1141
59451,59551,2220,1145,2220,1145
59551,59651,2228,1149,2228,1149
59651,59751,2236,1153,2236,1153
59751,59851,2244,1157,2244,1157
59851,59951,2252,1161,2252,1161
59951,60051,2260,1165,2260,1165
60051,60151,2268,1169,2268,1169
60151,60251,2276,1173,2276,1173
60251,60351,2284,1177,2284,1177
60351,60451,2292,1181,2292,1181
60451,60551,2300,1185,2300,1185
60551,60651,2308,1189,2308,1189
60651,60751,2316,1193,2316,1193
60751,60851,2324,1197,2324,1197
60851,60951,2332,1201,2332,1201
60951,61051,2340,1205,2340,1205
61051,61151,2348,1209,2348,1209
61151,61251,2356,1213,2356,1213
61251,61351,2364,1217,2364,1217
61351,61451,2372,1221,2372,1221
61451,61551,2380,1225,2380,1225
61551,61651,2388,1229,2388,1229
61651,61751,2396,1233,2396,1233
61751,61851,2404,1237,2404,1237
61851,61951,2412,1241,2412,1241
61951,62051,2420,1245,2420,1245
62051,62151,2428,1249,2428,1249
62151,62251,2436,1253,2436,1253
62251,62351,2444,1257,2444,1257
62351,62451,2452,1261,2452,1261
62451,62551,2460,1265,2460,1265
62551,62651,2468,1269,2468,1269
62651,62751,2476,1273,2476,1273
62751,62851,2484,1277,2484,1277
62851,62951,2492,1281,2492,1281
62951,63051,2500,1285,2500,1285
63051,63151,2508,1289,2508,1289
63151,63251,2516,1293,2516,1293
63251,63351,2524,1297,2524,1297
63351,63451,2532,1301,2532,1301
63451,63551,2540,1305,2540,1305
63551,63651,2548,1309,2548,1309
63651,63751,2556,1313,2556,1313
63751,63851,2564,1317,2564,1317
63851,63951,2572,1321,2572,1321
63951,64051,2580,1325,2580,1325
64051,64151,2588,1329,2588,1329
64151,64251,2596,1333,2596,1333
64251,64351,2604,1337,2604,1337
64351,64451,2612,1341,2612,1341
64451,64551,2620,1345,2620,1345
64551,64651,2628,1349,2628,1349
64651,64751,2636,1353,2636,1353
64751,64851,2644,1357,2644,1357
64851,64951,2652,1361,2652,1361
64951,65051,2660,1365,2660,1365
65051,65151,2668,1369,2668,1369
65151,65251,2676,1373,2676,1373
65251,65351,2684,1377,2684,1377
65351,65451,2692,1381,2692,1381
65451,65551,2700,1385,2700,1385
65551,65651,2708,1389,2708,1389
65651,65751,2716,1393,2716,1393
65751,65851,2724,1397,2724,1398
65851,65951,2732,1401,2732,1404
65951,66051,2740,1405,2740,1410
66051,66151,2748,1409,2748,1416
66151,66251,2756,1413,2756,1422
66251,66351,2764,1417,2764,1428
66351,66451,2772,1421,2772,1434
66451,66551,2780,1425,2780,1440
66551,66651,2788,1429,2788,1446
66651,66751,2796,1433,2796,1452
66751,66851,2804,1437,2804,1458
66851,66951,2812,1441,2812,1464
66951,67051,2820,1445,2820,1470
67051,67151,2828,1449,2828,1476
67151,67251,2836,1453,2836,1482
67251,67351,2844,1457,2844,1488
67351,67451,2852,1461,2852,1494
67451,67551,2860,1465,2860,1500
67551,67651,2868,1469,2868,1506
67651,67751,2876,1473,2876,1512
67751,67851,2884,1477,2884,1518
67851,67951,2892,1481,2892,1524
67951,68051,2900,1485,2900,1530
68051,68151,2908,1489,2908,1536
68151,68251,2916,1493,2916,1542
68251,68351,2924,1497,2924,1548
68351,68451,2932,1501,2932,1554
68451,68551,2940,1505,2940,1560
68551,68651,2948,1509,2948,1566
68651,68751,2956,1513,2956,1572
68751,68851,2964,1517,2964,1578
68851,68951,2972,1521,2972,1584
68951,69051,2980,1525,2980,1590
69051,69151,2988,1529,2988,1596
69151,69251,2996,1533,2996,1602
69251,69351,3004,1537,3004,1608
69351,69451,3012,1541,3012,1614
69451,69551,3020,1545,3020,1620
69551,69651,3028,1549,3028,1626
69651,69751,3036,1553,3036,1632
69751,69851,3044,1557,3044,1638
69851,69951,3052,1561,3052,1644
69951,70051,3060,1565,3060,1650
70051,70151,3068,1569,3068,1656
70151,70251,3076,1573,3076,1662
70251,70351,3084,1577,3084,1668
70351,70451,3092,1581,3092,1674
70451,70551,3100,1585,3100,1680
70551,70651,3108,1589,3108,1686
70651,70751,3117,1593,3117,1692
70751,70851,3127,1597,3127,1698
70851,70951,3136,1601,3136,1704
70951,71051,3145,1605,3145,1710
71051,71151,3155,1609,3155,1716
71151,71251,3164,1613,3164,1722
71251,71351,3173,1617,3173,1728
71351,71451,3183,1621,3183,1734
71451,71551,3192,1625,3192,1740
71551,71651,3201,1629,3201,1746
71651,71751,3210,1633,3210,1752
71751,71851,3220,1637,3220,1758
71851,71951,3229,1641,3229,1764
71951,72051,3238,1645,3238,1770
72051,72151,3248,1649,3248,1776
72151,72251,3257,1653,3257,1782
72251,72351,3266,1657,3266,1788
72351,72451,3276,1661,3276,1794
72451,72551,3285,1665,3285,1800
72551,72651,3294,1669,3294,1806
72651,72751,3303,1673,3303,1812
72751,72851,3313,1677,3313,1818
72851,72951,3322,1681,3322,1824
72951,73051,3331,1685,3331,1830
73051,73151,3341,1689,3341,1836
73151,73251,3350,1693,3350,1842
73251,73351,3359,1697,3359,1848
73351,73451,3369,1701,3369,1854
73451,73551,3378,1705,3378,1860
73551,73651,3387,1709,3387,1866
73651,73751,3396,1713,3396,1872
73751,73851,3406,1717,3406,1878
73851,73951,3415,1721,3415,1884
73951,74051,3424,1725,3424,1890
74051,74151,3434,1729,3434,1896
74151,74251,3443,1733,3443,1902
74251,74351,3452,1737,3452,1908
74351,74451,3462,1741,3462,1914
74451,74551,3471,1745,3471,1920
74551,74651,3480,1749,3480,1926
74651,74751,3489,1753,3489,1932
74751,74851,3499,1757,3499,1938
74851,74951,3508,1761,3508,1944
74951,75051,3517,1765,3517,1950
75051,75151,3527,1769,3527,1956
75151,75251,3536,1773,3536,1962
75251,75351,3545,1777,3545,1968
75351,75451,3555,1781,3555,1974
75451,75551,3564,1785,3564,1980
75551,75651,3573,1789,3573,1986
75651,75751,3582,1793,3582,1992
75751,75851,3592,1797,3592,1998
75851,75951,3601,1801,3601,2004
75951,76051,3610,1805,3610,2010
76051,76151,3620,1809,3620,2016
76151,76251,3629,1813,3629,2022
76251,76351,3638,1817,3638,2028
76351,76451,3648,1821,3648,2034
76451,76551,3657,1825,3657,2040
76551,76651,3666,1829,3666,2046
76651,76751,3675,1833,3675,2052
76751,76851,3685,1837,3685,2058
76851,76951,3694,1841,3694,2064
76951,77051,3703,1845,3703,2070
77051,77151,3713,1849,3713,2076
77151,77251,3722,1853,3722,2082
77251,77351,3731,1857,3731,2088
77351,77451,3741,1861,3741,2094
77451,77551,3750,1865,3750,2100
77551,77651,3759,1869,3759,2106
77651,77751,3768,1873,3768,2112
77751,77851,3778,1877,3778,2118
77851,77951,3787,1881,3787,2124
77951,78051,3796,1885,3796,2130
78051,78151,3806,1889,3806,2136
78151,78251,3815,1893,3815,2142
78251,78351,3824,1897,3824,2148
78351,78451,3834,1901,3834,2154
78451,78551,3843,1905,3843,2160
78551,78651,3852,1909,3852,2166
78651,78751,3861,1913,3861,2172
78751,78851,3871,1917,3871,2178
78851,78951,3880,1921,3880,2184
78951,79051,3889,1925,3889,2190
79051,79151,3899,1929,3899,2196
79151,79251,3908,1933,3908,2202
79251,79351,3917,1937,3917,2208
79351,79451,3927,1941,3927,2214
79451,79551,3936,1945,3936,2220
79551,79651,3945,1949,3945,2226
79651,79751,3954,1953,3954,2232
79751,79851,3964,1957,3964,2238
79851,79951,3973,1961,3973,2244
79951,80051,3982,1965,3982,2250
80051,80151,3992,1969,3992,2256
80151,80251,4001,1973,4001,2262
80251,80351,4010,1977,4010,2268
80351,80451,4020,1981,4020,2274
80451,80551,4029,1985,4029,2280
80551,80651,4038,1991,4038,2286
80651,80751,4047,1997,4047,2292
80751,80851,4057,2003,4057,2298
80851,80951,4066,2009,4066,2304
80951,81051,4075,2015,4075,2310
81051,81151,4085,2021,4085,2316
81151,81251,4094,2027,4094,2322
81251,81351,4103,2033,4103,2328
81351,81451,4113,2039,4113,2335
81451,81551,4122,2045,4122,2343
81551,81651,4131,2051,4131,2351
81651,81751,4140,2057,4140,2359
81751,81851,4150,2063,4150,2367
81851,81951,4159,2069,4159,2375
81951,82051,4168,2075,4168,2383
82051,82151,4178,2081,4178,2391
82151,82251,4187,2087,4187,2399
82251,82351,4196,2093,4196,2407
82351,82451,4206,2099,4206,2415
82451,82551,4215,2105,4215,2423
82551,82651,4224,2111,4224,2431
82651,82751,4233,2117,4233,2439
82751,82851,4243,2123,4243,2447
82851,82951,4252,2129,4252,2455
82951,83051,4261,2135,4261,2463
83051,83151,4271,2141,4271,2471
83151,83251,4280,2147,4280,2479
83251,83351,4289,2153,4289,2487
83351,83451,4299,2159,4299,2495
83451,83551,4308,2165,4308,2503
83551,83651,4317,2171,4317,2511
83651,83751,4326,2177,4326,2519
83751,83851,4336,2183,4336,2527
83851,83951,4345,2189,4345,2535
83951,84051,4354,2195,4354,2543
84051,84151,4364,2201,4364,2551
84151,84251,4373,2207,4373,2559
84251,84351,4382,2213,4382,2567
84351,84451,4392,2219,4392,2575
84451,84551,4401,2225,4401,2583
84551,84651,4410,2231,4410,2591
84651,84751,4419,2237,4419,2599
84751,84851,4429,2243,4429,2607
84851,84951,4438,2249,4438,2615
84951,85051,4447,2255,4447,2623
85051,85151,4457,2261,4457,2631
85151,85251,4466,2267,4466,2639
85251,85351,4475,2273,4475,2647
85351,85451,4485,2279,4485,2655
85451,85551,4494,2285,4494,2663
85551,85651,4503,2291,4503,2671
85651,85751,4512,2297,4512,2679
85751,85851,4522,2303,4522,2687
85851,85951,4531,2309,4531,2695
85951,86051,4540,2315,4540,2703
86051,86151,4550,2321,4550,2711
86151,86251,4559,2327,4559,2719
86251,86351,4568,2333,4568,2727
86351,86451,4578,2339,4578,2735
86451,86551,4587,2345,4587,2743
86551,86651,4596,2351,4596,2751
86651,86751,4605,2357,4605,2759
86751,86851,4615,2363,4615,2767
86851,86951,4624,2369,4624,2775
86951,87051,4633,2375,4633,2783
87051,87151,4643,2381,4643,2791
87151,87251,4652,2387,4652,2799
87251,87351,4661,2393,4661,2807
87351,87451,4671,2399,4671,2815
87451,87551,4680,2405,4680,2823
87551,87651,4689,2411,4689,2831
87651,87751,4698,2417,4698,2839
87751,87851,4708,2423,4708,2847
87851,87951,4717,2429,4717,2855
87951,88051,4726,2435,4726,2863
88051,88151,4736,2441,4736,2871
88151,88251,4745,2447,4745,2879
