lower,upper,single,mfj,mfs,hoh
10051,10151,101,101,101,101
10151,10251,102,102,102,102
10251,10351,103,103,103,103
10351,10451,104,104,104,104
10451,10551,105,105,105,105
10551,10651,106,106,106,106
10651,10751,107,107,107,107
10751,10851,108,108,108,108
10851,10951,109,109,109,109
10951,11051,110,110,110,110
11051,11151,111,111,111,111
11151,11251,113,112,113,112
11251,11351,115,113,115,113
11351,11451,117,114,117,114
11451,11551,119,115,119,115
11551,11651,121,116,121,116
11651,11751,123,117,123,117
11751,11851,125,118,125,118
11851,11951,127,119,127,119
11951,12051,129,120,129,120
12051,12151,131,121,131,121
12151,12251,133,122,133,122
12251,12351,135,123,135,123
12351,12451,137,124,137,124
12451,12551,139,125,139,125
12551,12651,141,126,141,126
12651,12751,143,127,143,127
12751,12851,145,128,145,128
12851,12951,147,129,147,129
12951,13051,149,130,149,130
13051,13151,151,131,151,131
13151,13251,153,132,153,132
13251,13351,155,133,155,133
13351,13451,157,134,157,134
13451,13551,159,135,159,135
13551,13651,161,136,161,136
13651,13751,163,137,163,137
13751,13851,165,138,165,138
13851,13951,167,139,167,139
13951,14051,169,140,169,140
14051,14151,171,141,171,141
14151,14251,173,142,173,142
14251,14351,175,143,175,143
14351,14451,177,144,177,144
14451,14551,179,145,179,145
14551,14651,181,146,181,146
14651,14751,183,147,183,147
14751,14851,185,148,185,148
14851,14951,187,149,187,149
14951,15051,189,150,189,150
15051,15151,191,151,191,151
15151,15251,193,152,193,152
15251,15351,195,153,195,153
15351,15451,197,154,197,154
15451,15551,199,155,199,155
15551,15651,201,156,201,156
15651,15751,203,157,203,157
15751,15851,205,158,205,158
15851,15951,207,159,207,159
15951,16051,209,160,209,160
16051,16151,211,161,211,161
16151,16251,213,162,213,162
16251,16351,215,163,215,163
16351,16451,217,164,217,164
16451,16551,219,165,219,165
16551,16651,221,166,221,166
16651,16751,223,167,223,167
16751,16851,225,168,225,168
16851,16951,227,169,227,169
16951,17051,229,170,229,170
17051,17151,231,171,231,171
17151,17251,233,172,233,172
17251,17351,235,173,235,173
17351,17451,237,174,237,174
17451,17551,239,175,239,175
17551,17651,241,176,241,176
17651,17751,243,177,243,177
17751,17851,245,178,245,178
17851,17951,247,179,247,179
17951,18051,249,180,249,180
18051,18151,251,181,251,181
18151,18251,253,182,253,182
18251,18351,255,183,255,183
18351,18451,257,184,257,184
18451,18551,259,185,259,185
18551,18651,261,186,261,186
18651,18751,263,187,263,187
18751,18851,265,188,265,188
18851,18951,267,189,267,189
18951,19051,269,190,269,190
19051,19151,271,191,271,191
19151,19251,273,192,273,192
19251,19351,275,193,275,193
19351,19451,277,194,277,194
19451,19551,279,195,279,195
19551,19651,281,196,281,196
19651,19751,283,197,283,197
19751,19851,285,198,285,198
19851,19951,287,199,287,199
19951,20051,289,200,289,200
20051,20151,291,201,291,201
20151,20251,293,202,293,202
20251,20351,295,203,295,203
20351,20451,297,204,297,204
20451,20551,299,205,299,205
20551,20651,301,206,301,206
20651,20751,303,207,303,207
20751,20851,305,208,305,208
20851,20951,307,209,307,209
20951,21051,309,210,309,210
21051,21151,311,211,311,211
21151,21251,313,212,313,212
21251,21351,315,213,315,213
21351,21451,317,214,317,214
21451,21551,319,215,319,215
21551,21651,321,216,321,216
21651,21751,323,217,323,217
21751,21851,325,218,325,218
21851,21951,327,219,327,219
21951,22051,329,220,329,220
22051,22151,331,221,331,221
22151,22251,333,222,333,222
22251,22351,335,224,335,224
22351,22451,337,226,337,226
22451,22551,339,228,339,228
22551,22651,341,230,341,230
22651,22751,343,232,343,232
22751,22851,345,234,345,234
22851,22951,347,236,347,236
22951,23051,349,238,349,238
23051,23151,351,240,351,240
23151,23251,353,242,353,242
23251,23351,355,244,355,244
23351,23451,357,246,357,246
23451,23551,359,248,359,248
23551,23651,361,250,361,250
23651,23751,363,252,363,252
23751,23851,365,254,365,254
23851,23951,367,256,367,256
23951,24051,369,258,369,258
24051,24151,371,260,371,260
24151,24251,373,262,373,262
24251,24351,375,264,375,264
24351,24451,377,266,377,266
24451,24551,379,268,379,268
24551,24651,381,270,381,270
24651,24751,383,272,383,272
24751,24851,385,274,385,274
24851,24951,387,276,387,276
24951,25051,389,278,389,278
25051,25151,391,280,391,280
25151,25251,393,282,393,282
25251,25351,395,284,395,284
25351,25451,397,286,397,286
25451,25551,399,288,399,288
25551,25651,401,290,401,290
25651,25751,403,292,403,292
25751,25851,405,294,405,294
25851,25951,407,296,407,296
25951,26051,409,298,409,298
26051,26151,411,300,411,300
26151,26251,413,302,413,302
26251,26351,416,304,416,304
26351,26451,420,306,420,306
26451,26551,424,308,424,308
26551,26651,428,310,428,310
26651,26751,432,312,432,312
26751,26851,436,314,436,314
26851,26951,440,316,440,316
26951,27051,444,318,444,318
27051,27151,448,320,448,320
27151,27251,452,322,452,322
27251,27351,456,324,456,324
27351,27451,460,326,460,326
27451,27551,464,328,464,328
27551,27651,468,330,468,330
27651,27751,472,332,472,332
27751,27851,476,334,476,334
27851,27951,480,336,480,336
27951,28051,484,338,484,338
28051,28151,488,340,488,340
28151,28251,492,342,492,342
28251,28351,496,344,496,344
28351,28451,500,346,500,346
28451,28551,504,348,504,348
28551,28651,508,350,508,350
28651,28751,512,352,512,352
28751,28851,516,354,516,354
28851,28951,520,356,520,356
28951,29051,524,358,524,358
29051,29151,528,360,528,360
29151,29251,532,362,532,362
29251,29351,536,364,536,364
29351,29451,540,366,540,366
29451,29551,544,368,544,368
29551,29651,548,370,548,370
29651,29751,552,372,552,372
29751,29851,556,374,556,374
29851,29951,560,376,560,376
